,rank,AGE,GP,P,P/GP,+/-,Sh%,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF%,CF%,FF%,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,G/GP,A/GP,x0_C,"x0_C, LW","x0_C, LW, RW","x0_C, RW","x0_C, RW, LW",x0_D,x0_G,x0_LD,"x0_LD, LW",x0_LD/RD,x0_LW,"x0_LW, C","x0_LW, C, RW","x0_LW, LD","x0_LW, RW","x0_LW, RW, C",x0_RD,"x0_RD, RW",x0_RW,"x0_RW, C","x0_RW, LW","x0_RW, LW, C",Low Cap Hit,Middle Cap Hit,High Cap Hit,Low Salary,Middle Salary,High Salary
1172,1173,22,3,0,0.00,-1,0.0,0.06,2,5,3,0.13,4.3,10.74,6.45,32.43,38.10,35.85,39.75,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1173,1174,25,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1174,1175,22,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1175,1176,22,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1176,1177,21,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1177,1178,22,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1178,1179,21,24,1,0.04,-7,0.0,2.00,33,49,38,0.54,8.83,13.11,10.17,49.04,46.98,47.54,53.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1179,1180,32,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1180,1181,26,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1181,1182,23,7,1,0.14,-5,0.0,0.23,3,5,5,0.21,2.72,4.53,4.53,25.0,30.09,30.00,21.17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1182,1183,26,6,0,0.00,-1,0.0,0.24,3,6,5,0.21,2.6,5.2,4.33,46.67,48.30,46.79,52.94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1183,1184,28,1,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,66.67,75.00,75.00,75.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1184,1185,29,14,4,0.29,-8,0.08,0.50,12,25,17,0.15,3.56,7.42,5.05,38.31,40.11,39.07,38.92,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1185,1186,24,21,13,0.62,-1,0.26,5.51,38,62,50,0.94,6.5,10.61,8.56,59.36,60.35,59.14,51.41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1186,1187,24,5,0,0.00,-3,0.0,1.15,7,9,8,1.47,8.88,11.41,10.14,47.92,44.30,46.97,53.02,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1187,1188,23,56,19,0.34,3,0.2,5.87,59,92,75,0.57,5.78,9.02,7.35,46.35,47.83,47.60,46.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1188,1189,24,23,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,15,5,3,1.9,0.932,1.9,2.46,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1189,1190,21,5,1,0.20,-2,0.33,0.33,3,7,6,0.46,4.13,9.67,8.28,53.33,63.49,59.52,40.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1190,1191,22,18,1,0.06,-6,0.0,0.87,15,27,20,0.25,4.32,7.78,5.77,41.1,43.03,41.48,38.54,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1191,1192,22,56,34,0.61,-17,0.15,13.34,109,207,166,0.89,7.24,13.74,11.02,54.03,53.94,53.60,58.05,0,0,0,0.0,0.0,0.0,0.0,0.0,0.30357142857142855,0.30357142857142855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1192,1193,22,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1193,1194,23,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1194,1195,23,13,1,0.08,2,0.0,0.52,11,27,19,0.17,3.67,9.0,6.33,48.57,44.66,47.28,45.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1195,1196,22,15,3,0.20,-2,0.07,1.89,15,26,24,0.68,5.42,9.39,8.67,53.26,59.43,59.68,53.28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1196,1197,23,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1197,1198,22,0,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1198,1199,23,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1199,1200,23,6,1,0.17,-2,0.0,0.44,7,7,7,0.42,6.76,6.76,6.76,47.06,50.00,49.28,51.51,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1200,1201,22,28,5,0.18,8,0.05,0.94,20,40,27,0.14,2.88,5.75,3.88,48.39,50.35,49.11,55.79,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1201,1202,23,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1202,1203,23,1,0,0.00,1,0.0,0.02,1,1,1,0.17,8.36,8.36,8.36,75.0,57.14,53.85,59.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1203,1204,28,53,22,0.42,-1,0.16,10.57,87,142,118,0.89,7.35,12.0,9.97,55.29,55.02,55.41,57.73,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2641509433962264,0.1509433962264151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1204,1205,23,41,17,0.41,-6,0.12,8.57,63,95,77,0.88,6.46,9.75,7.9,55.05,51.95,54.12,60.29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1951219512195122,0.21951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1205,1206,21,0,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1206,1207,21,0,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1207,1208,22,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1208,1209,21,0,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1209,1210,23,19,3,0.16,3,0.03,1.91,31,68,48,0.3,4.88,10.71,7.56,45.09,46.81,46.92,46.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1210,1211,21,0,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1211,1212,21,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1212,1213,22,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1213,1214,21,0,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1214,1215,21,1,0,0.00,1,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1215,1216,23,0,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1216,1217,21,27,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,9,11,1,3.67,0.877,3.67,2.68,-0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1217,1218,22,2,0,0.00,0,0.0,0.06,0,2,1,0.19,0.0,6.18,3.09,27.78,42.42,34.78,52.86,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1218,1219,22,2,0,0.00,-2,0.0,0.03,2,2,2,0.08,5.07,5.07,5.07,33.33,37.93,33.33,28.04,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1219,1220,23,30,5,0.17,-1,0.12,2.06,25,38,33,0.38,4.58,6.96,6.04,48.75,45.66,49.20,46.65,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1220,1221,21,1,1,1.00,1,1.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1221,1222,25,2,0,0.00,-2,0.0,0.28,3,3,3,1.11,11.52,11.52,11.52,50.0,52.00,55.00,52.48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1222,1223,30,8,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,4,2,1,2.42,0.919,2.42,2.17,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1223,1224,24,19,4,0.21,4,0.11,1.06,19,27,22,0.42,7.52,10.68,8.69,58.62,53.72,56.83,54.25,0,0,0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1224,1225,23,2,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,1,1,0,3.41,0.901,3.4,2.42,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1225,1226,23,6,0,0.00,-3,0.0,0.14,2,8,4,0.11,1.54,6.17,3.08,39.76,40.40,37.29,37.39,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1226,1227,27,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1227,1228,22,47,11,0.23,-10,0.09,5.37,65,99,82,0.57,7.0,10.66,8.83,48.32,47.76,48.87,41.85,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1276595744680851,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1228,1229,30,1,0,0.00,0,0.0,0.09,1,2,2,0.42,4.68,9.35,9.35,52.94,53.85,56.52,68.18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1229,1230,32,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1230,1231,23,26,2,0.08,-2,0.06,1.53,15,28,20,0.45,4.4,8.22,5.87,41.85,43.98,44.80,43.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1231,1232,22,0,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1232,1233,24,44,5,0.11,-8,0.09,3.65,43,70,57,0.46,5.41,8.81,7.18,46.75,45.31,45.57,43.47,0,0,0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.022727272727272728,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1233,1234,25,0,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1234,1235,26,1,0,0.00,-1,0.0,0.07,0,1,1,0.45,0.0,6.42,6.42,28.57,42.86,33.33,23.08,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1235,1236,27,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
